Page	Ranking
5490	2.4392070892475636E-4
8094	2.4389920454717656E-4
2552	2.4374259034221432E-4
8452	2.4363202104539083E-4
5116	2.4356518146476713E-4
4637	2.435402348052073E-4
737	2.4349393435848886E-4
3954	2.433980660200508E-4
1852	2.4328803078939808E-4
9862	2.432620478098267E-4
6485	2.4318689217460627E-4
6265	2.4317527494450568E-4
7892	2.4314322058911091E-4
2730	2.4312179645968646E-4
4304	2.4312031978952176E-4
1437	2.4310496426934673E-4
1401	2.4306001005985735E-4
1328	2.4305805567213814E-4
8755	2.4303314592321533E-4
4421	2.4301320361691325E-4
307	2.4299394844794222E-4
7968	2.4295954417267863E-4
3655	2.4286749336330463E-4
4232	2.4278083265849373E-4
6991	2.4276927330905214E-4
6808	2.427301851378576E-4
7168	2.4271755169543333E-4
1502	2.4271709467653667E-4
4543	2.4269486010982205E-4
1411	2.426851300025773E-4
3439	2.4263719285336983E-4
9875	2.4260985033764532E-4
5102	2.4254145876207055E-4
3218	2.4248647436368598E-4
6113	2.4246713749760494E-4
5240	2.4242594380015364E-4
2348	2.4238421264061193E-4
5949	2.4234913382568956E-4
7380	2.4232786983643728E-4
8556	2.4231890518455241E-4
9150	2.4230003332004852E-4
141	2.422733334070779E-4
4351	2.42157127406258E-4
4801	2.4210345809370243E-4
8393	2.420921704250282E-4
4951	2.4205481308773016E-4
6964	2.419958866266357E-4
758	2.4195299834092477E-4
4864	2.4193380965435794E-4
3148	2.418977668534768E-4
3785	2.418698456028291E-4
8060	2.4185769787363884E-4
7368	2.4180470440398914E-4
5541	2.4172735983218077E-4
1716	2.4159645963134867E-4
5681	2.4156180048348681E-4
9070	2.4151764465430383E-4
5394	2.4149357186702993E-4
4383	2.4145080653977357E-4
1748	2.4135296350497114E-4
3090	2.4130329284671287E-4
1699	2.4124169863596443E-4
8721	2.4123545663535997E-4
6202	2.4121545277962402E-4
4661	2.411375142231582E-4
4858	2.4106798009613763E-4
4915	2.4099130446703838E-4
6479	2.409370927166641E-4
824	2.4093445178471296E-4
1353	2.4093037316894235E-4
9258	2.4091629902556308E-4
4713	2.407911799799005E-4
2445	2.4071045623776913E-4
3948	2.406719104294055E-4
7789	2.406659889422217E-4
5205	2.4066248326453402E-4
2698	2.4044851865890663E-4
7338	2.4043238754082916E-4
6294	2.404238168192399E-4
7584	2.404194552572216E-4
6142	2.403996643962108E-4
3409	2.4037852752825355E-4
1844	2.4034225257901407E-4
7556	2.4029372998154143E-4
6112	2.402594356994113E-4
6503	2.4025837866048996E-4
7481	2.4015413083187432E-4
8817	2.40084570438373E-4
2676	2.4000954883808228E-4
8118	2.4000045988576936E-4
8219	2.3996827370175404E-4
8064	2.3993728693359073E-4
850	2.3992425655228503E-4
5385	2.3990924466284143E-4
6117	2.398478526662498E-4
2800	2.398289630174461E-4
5561	2.397178362533966E-4
6957	2.397075151496536E-4
9302	2.397033334928196E-4
7250	2.3967586169243216E-4
9628	2.3965751195176605E-4
4992	2.3963313438021933E-4
9776	2.3956242301010215E-4
9490	2.394368988666172E-4
6162	2.393917499421849E-4
9749	2.3930239235502753E-4
5083	2.39191680108836E-4
5987	2.391815370484686E-4
8785	2.3912984826647945E-4
3261	2.3912823601715845E-4
3782	2.391245856566497E-4
8514	2.3912215547103481E-4
7549	2.3910424294308765E-4
6531	2.39099961504814E-4
9592	2.3901855435595477E-4
1737	2.3882825820815924E-4
9048	2.3875229280404626E-4
4356	2.386181222486394E-4
170	2.3857941710117285E-4
3651	2.38484506442189E-4
8904	2.384712773083141E-4
9900	2.3846993406156537E-4
3876	2.384631074840748E-4
4369	2.3840016633670932E-4
6358	2.3834871723306744E-4
4534	2.3834499626052417E-4
6669	2.3833680140232595E-4
1006	2.3831825706576245E-4
4174	2.3829779918059402E-4
2529	2.3823972994965498E-4
8001	2.3823066572501887E-4
3744	2.382060631679915E-4
4466	2.381928223819807E-4
5718	2.3811265873781875E-4
3287	2.3808106774617964E-4
1505	2.3793094224523046E-4
9289	2.3789082083854098E-4
2885	2.378832579437786E-4
5893	2.377802208464866E-4
5391	2.377272510492437E-4
4295	2.3770961896781066E-4
9511	2.3760772487872912E-4
8642	2.3756292735762372E-4
9030	2.3751513402769947E-4
2036	2.3750243111262515E-4
99	2.3747484090737224E-4
9729	2.3745582411537362E-4
2407	2.373995692754826E-4
7793	2.3734426830284802E-4
9374	2.373139179701972E-4
985	2.3729377440897964E-4
5837	2.3728290963544564E-4
4358	2.372326451107757E-4
8414	2.3721244520896208E-4
3622	2.3717086809162574E-4
3788	2.3717067571914877E-4
8859	2.3716646115413132E-4
2338	2.3713642114286162E-4
708	2.37116959222677E-4
3775	2.371034127254192E-4
2366	2.3708368894791943E-4
6272	2.3708111148679963E-4
2879	2.3698642223514418E-4
2056	2.3690958821669258E-4
5060	2.3689621520577733E-4
2211	2.3686383717612134E-4
9613	2.3679829402474225E-4
642	2.3675677109586955E-4
9015	2.3675389109087676E-4
6716	2.3670979694523895E-4
8310	2.3670519735568925E-4
4839	2.3667752122935636E-4
3781	2.3667683880397098E-4
174	2.366537168877017E-4
841	2.3661603582575375E-4
1385	2.3659309409180043E-4
4194	2.365870192584128E-4
9368	2.3653880107552712E-4
8924	2.3653489073288943E-4
1365	2.3652889996402288E-4
2923	2.3648746209823057E-4
4283	2.3636978005072483E-4
2521	2.3636461586995326E-4
9117	2.3635049819891032E-4
9789	2.3629910565471765E-4
6836	2.3628534273182621E-4
97	2.3626731082967894E-4
5495	2.362592553989217E-4
109	2.362258239005245E-4
1198	2.3614678326072723E-4
7050	2.361403843475794E-4
7986	2.360954855839864E-4
864	2.3604585606994867E-4
5540	2.3599636587158046E-4
7732	2.3592456868623332E-4
1481	2.3583964642815488E-4
3503	2.3582528320846045E-4
9264	2.3563795947629545E-4
8367	2.355548942801427E-4
1616	2.3551690333334675E-4
5096	2.3550158366201864E-4
6122	2.3547882955773098E-4
6867	2.3544426389316152E-4
8482	2.3543750730975656E-4
9329	2.354177379308404E-4
6541	2.3540739844711515E-4
3137	2.3540708786568888E-4
9969	2.3534745395069006E-4
369	2.3530932829835127E-4
8503	2.3529545164754253E-4
2480	2.3528263977824656E-4
6598	2.3522997376700471E-4
9408	2.3518709153736987E-4
2764	2.35059445157576E-4
2127	2.350471269707254E-4
3360	2.350338108894523E-4
1450	2.3503000660294183E-4
3037	2.349268296918069E-4
7356	2.3484551223485497E-4
282	2.348156988420689E-4
6946	2.347951546651972E-4
7932	2.3467003274852197E-4
8047	2.3466190856535215E-4
9124	2.3453563714207927E-4
1389	2.3447414320739446E-4
6675	2.344713909724844E-4
1802	2.3446958739772365E-4
9066	2.3434486670000196E-4
8641	2.3426507666917008E-4
2391	2.342411530415621E-4
1638	2.341889480613492E-4
556	2.341488284506456E-4
3143	2.340868679421102E-4
3236	2.3404989110767052E-4
2617	2.3401957143823194E-4
6625	2.3401571840104646E-4
8079	2.3396807092897993E-4
137	2.3391440926816834E-4
9510	2.3382148270088298E-4
1237	2.336838419617676E-4
6335	2.3359924184101043E-4
3895	2.3356682131142828E-4
5922	2.3355765248347804E-4
1832	2.3354275389879874E-4
2459	2.3353679612950914E-4
5242	2.3351056290615423E-4
7999	2.334884468445236E-4
4112	2.3346143968047177E-4
5235	2.334602587443794E-4
1399	2.333998279514842E-4
5677	2.333078548561209E-4
2514	2.3329468871718085E-4
853	2.3328710719199534E-4
6787	2.3328244675015853E-4
4879	2.332766716097808E-4
7127	2.3322235076729167E-4
8522	2.3310683536805117E-4
2126	2.3306801988308236E-4
5700	2.3300860255521974E-4
3802	2.3298657850675711E-4
3009	2.3287599608847243E-4
1304	2.3284316061622276E-4
449	2.3282373059254838E-4
2515	2.3278987671757846E-4
3134	2.327644171042475E-4
749	2.3275720967652082E-4
6656	2.3274732082318272E-4
4831	2.3274241750886573E-4
2659	2.3260725062299593E-4
9232	2.3244969978535526E-4
8480	2.32441468622326E-4
7597	2.323504785730669E-4
6960	2.322646299568651E-4
8185	2.322576893167078E-4
8557	2.3220453825099295E-4
8468	2.3214959012076108E-4
4455	2.3200793527415912E-4
9524	2.319853631612858E-4
4569	2.3178796958779794E-4
1678	2.317379663026607E-4
1238	2.315064961186321E-4
6442	2.313767929750182E-4
5534	2.313000387051447E-4
1894	2.3127206099524835E-4
519	2.3121012386170413E-4
5080	2.3113539682210297E-4
5580	2.31121246952936E-4
7777	2.310944329271818E-4
9657	2.3107252516985587E-4
2785	2.3105458185170558E-4
8566	2.3105392148689804E-4
6695	2.309224568207072E-4
590	2.309084168979752E-4
5146	2.3090561923695577E-4
1376	2.308986534274056E-4
2970	2.308935827037913E-4
5207	2.3089357728815733E-4
8035	2.3085446954383405E-4
6888	2.3082794864484702E-4
6441	2.3079298101256435E-4
6260	2.307444724839199E-4
7585	2.3072817382709714E-4
9185	2.3070202639617878E-4
1255	2.3066820142058348E-4
5915	2.3065790744398605E-4
7744	2.3065240997208322E-4
3446	2.3058380127539537E-4
8340	2.3051619880787769E-4
4298	2.3048705087291027E-4
3293	2.3044344090397513E-4
870	2.3037138346064854E-4
1015	2.3030624426059404E-4
6684	2.3020061617963413E-4
3839	2.3015391459968738E-4
5522	2.3012852917549332E-4
1050	2.3012761807029284E-4
1931	2.3011577937006905E-4
2420	2.3011013761041165E-4
9552	2.301101367566817E-4
4237	2.3008105683705718E-4
4129	2.3007868940290785E-4
7701	2.3006050618244769E-4
7675	2.2992589585762473E-4
164	2.298867374592445E-4
3941	2.2983457565950178E-4
829	2.2981127863751528E-4
6151	2.2979614326856123E-4
3405	2.2979469104372137E-4
9957	2.2977155912602684E-4
3093	2.297587668897721E-4
4118	2.2963437056856183E-4
2878	2.2960641173140178E-4
5564	2.296056825338818E-4
6003	2.2958091117535027E-4
2883	2.2949724373847572E-4
3559	2.2943364958464258E-4
5858	2.2937872085451055E-4
6837	2.2936726807695046E-4
5213	2.2933827998946178E-4
1268	2.2931672807350673E-4
5776	2.2930705683847698E-4
3932	2.292647932054696E-4
210	2.292268624317254E-4
1138	2.2921258507471517E-4
9172	2.2913667658889614E-4
6195	2.2910428738365867E-4
3748	2.290896874593517E-4
7135	2.2908763285550945E-4
478	2.2908165136241733E-4
5971	2.2895362249632895E-4
766	2.2894546944811277E-4
6647	2.2894496028069233E-4
4239	2.2891454335230072E-4
6907	2.2888033871142137E-4
4026	2.2886461511728145E-4
289	2.2877416442012107E-4
396	2.2869819350788658E-4
2044	2.2866621003400753E-4
5189	2.286551126885777E-4
901	2.285920066101264E-4
2828	2.2859169831084352E-4
633	2.2858966865012059E-4
363	2.2852120388915152E-4
4933	2.2849434037516356E-4
1188	2.2845412445844838E-4
4588	2.2843079450434128E-4
9620	2.283706907283068E-4
3526	2.2830755278578996E-4
9928	2.282965728231533E-4
2906	2.2829469421299813E-4
7547	2.2828470941062973E-4
290	2.2828106466436226E-4
9280	2.2826556619248988E-4
7016	2.2825051526949555E-4
8750	2.2813380502689683E-4
5404	2.280279922430779E-4
1298	2.28026690140223E-4
2183	2.2798350046270667E-4
3198	2.2797536986148546E-4
231	2.2796861010422874E-4
2763	2.2794135898121135E-4
2536	2.2789710268294374E-4
5887	2.2786266647908552E-4
6478	2.2781406025534613E-4
1388	2.278057509065624E-4
2835	2.2777950941538209E-4
7352	2.2777677312299077E-4
4390	2.2776843378549235E-4
1544	2.2774268433352777E-4
2559	2.2772254734163512E-4
264	2.2771649692762176E-4
2772	2.276846737165823E-4
883	2.27662316825744E-4
5895	2.2765694773680442E-4
2544	2.2763594356119008E-4
181	2.276104427923994E-4
5484	2.2760082212580195E-4
8181	2.2756744386138994E-4
4533	2.2750315959265807E-4
3720	2.2749224402553734E-4
82	2.27447526103628E-4
8796	2.2744179519228658E-4
8631	2.274152363053532E-4
3826	2.2740519292560867E-4
8163	2.2732288382509776E-4
4353	2.2726669251540277E-4
6747	2.272581750449479E-4
5248	2.2718228744874385E-4
3297	2.271136921524234E-4
1835	2.2708983857382147E-4
4786	2.270405439099289E-4
1492	2.2701282822988432E-4
3799	2.2701197551256157E-4
5472	2.2700914366999728E-4
3457	2.2694432973083088E-4
7074	2.2692768933876145E-4
2739	2.268209371078655E-4
7780	2.2682042832271313E-4
7265	2.2671167787881167E-4
8804	2.266824565202209E-4
9473	2.2667647907231462E-4
6486	2.2666080498669005E-4
7005	2.2662138759734735E-4
3745	2.2652713028796363E-4
8684	2.265060713955442E-4
8309	2.2645940426099703E-4
1203	2.2645130750997738E-4
2179	2.2644625480346188E-4
2173	2.2642167915978706E-4
8654	2.2641692358708936E-4
5351	2.2638418443739276E-4
3383	2.2633847812767962E-4
6988	2.2631145530344892E-4
3809	2.2622385776440188E-4
3562	2.2616592044653292E-4
1128	2.2612171581420123E-4
5282	2.2607933712207298E-4
9854	2.2601336539529904E-4
3811	2.2590440927455584E-4
4894	2.257694596370895E-4
6090	2.257434449533364E-4
2509	2.2573339633931425E-4
8829	2.2554928662279938E-4
4878	2.2554328787476006E-4
8526	2.2553542389431802E-4
4170	2.255116969794983E-4
6778	2.2549319859197523E-4
7197	2.2548098434938343E-4
5986	2.2546473436321128E-4
8612	2.254583796321576E-4
7463	2.2543316966776083E-4
7673	2.2542595341391782E-4
8790	2.2539519962472255E-4
4683	2.2539186067116007E-4
7936	2.2538973437673409E-4
7491	2.2536944258838115E-4
3140	2.2535971213425335E-4
1225	2.253438474181889E-4
2713	2.25341238798465E-4
8303	2.2533669991982837E-4
4171	2.2525113649161094E-4
6618	2.251705950663105E-4
1836	2.251673750527025E-4
48	2.2515444454427407E-4
5808	2.2511477239958345E-4
1271	2.250773694342468E-4
6779	2.249433054730617E-4
2846	2.248951931810901E-4
4577	2.248682929317542E-4
1901	2.24833873373186E-4
1394	2.2480368771767522E-4
160	2.24780738374234E-4
9890	2.2477306957651507E-4
3833	2.2466073231125946E-4
8778	2.2463593983993599E-4
6932	2.2463429201194216E-4
2495	2.2458893904902055E-4
4274	2.2456918338210387E-4
7392	2.2456868001936227E-4
7206	2.2452454408175332E-4
9784	2.2451841941836968E-4
3166	2.2438023127659888E-4
6037	2.2429218012685157E-4
3856	2.2427819472949252E-4
6728	2.242775529583816E-4
4169	2.2427261170881847E-4
7993	2.242295443793739E-4
7808	2.242248060114043E-4
7289	2.2420887220977095E-4
498	2.2408396675697602E-4
9882	2.240810808590561E-4
8437	2.2406799095081204E-4
8095	2.2403091336285741E-4
3436	2.2402225917430004E-4
2593	2.2396809852202448E-4
8279	2.239588654446766E-4
4053	2.2387920181595725E-4
8449	2.238707881595289E-4
9448	2.2385840195680374E-4
6006	2.2379821156175551E-4
2865	2.237927422041695E-4
919	2.236372912506335E-4
9471	2.2361355001426178E-4
6460	2.2357639583303938E-4
3073	2.2356538641438192E-4
8120	2.235538012026716E-4
9891	2.2351404192431985E-4
6504	2.2343724297168256E-4
2838	2.2343016440378786E-4
545	2.2341412445013944E-4
6224	2.2338541774214387E-4
7697	2.233637115589747E-4
5766	2.2335924767188703E-4
3136	2.2334623435949397E-4
2583	2.2333361546932038E-4
2365	2.2331690721711782E-4
1725	2.23251226759371E-4
5447	2.2318943785570928E-4
7363	2.2317489245733116E-4
8013	2.2315614106092804E-4
838	2.231359570868021E-4
1111	2.2306405716981693E-4
2664	2.23008128433115E-4
2580	2.2294816339926273E-4
1529	2.229159490650541E-4
1550	2.2285158115193797E-4
1985	2.228228123246239E-4
8578	2.2281886636523976E-4
790	2.2281654907767734E-4
2139	2.2281576300063336E-4
8707	2.2278376757284277E-4
4750	2.2271023527713007E-4
957	2.227015021452607E-4
5932	2.2262697806469498E-4
2519	2.2252217326803356E-4
3671	2.2249852935256627E-4
905	2.2246963766285239E-4
4585	2.2244140884450885E-4
9966	2.2242698775791473E-4
8842	2.2239636856382215E-4
4145	2.2232467184930311E-4
6152	2.2224982993085632E-4
8166	2.2224824840136507E-4
9995	2.221921590588336E-4
6554	2.221466461319968E-4
4224	2.220464098559666E-4
2513	2.2203291246110235E-4
421	2.220301236623636E-4
492	2.2199781260446867E-4
3949	2.2199112447726259E-4
3912	2.2190440401078908E-4
9284	2.216574841815068E-4
1878	2.2158924366815934E-4
9416	2.2150350860199275E-4
9914	2.2149735682173294E-4
4987	2.2148837595433146E-4
1914	2.2144086098455461E-4
4608	2.2141747435740208E-4
2790	2.2141369195680457E-4
9750	2.2141153526936632E-4
1793	2.2138577098876545E-4
6157	2.2135812678135506E-4
29	2.2127689299172588E-4
2038	2.212586173563553E-4
9680	2.2124487627399425E-4
5139	2.2122484928096346E-4
3649	2.2119883689561388E-4
9242	2.211827226135556E-4
7741	2.2116817302127715E-4
4447	2.211562722285811E-4
5076	2.2109948273884019E-4
1179	2.21085622562673E-4
5697	2.2108362984244535E-4
4647	2.2104961992651796E-4
4069	2.210193089685683E-4
8661	2.2092329649848618E-4
2304	2.2086237199364696E-4
9122	2.2084234710514902E-4
4147	2.2083760324450254E-4
6180	2.2079872839298413E-4
3425	2.2079568610670406E-4
5782	2.2072618250028192E-4
9123	2.207235369018898E-4
2000	2.2059574930258366E-4
6146	2.2058232402517893E-4
1874	2.205624805472431E-4
4010	2.2050404907067892E-4
7472	2.2046090177357531E-4
8151	2.2044377065366048E-4
5125	2.2041360191794773E-4
1908	2.2037648032010774E-4
6054	2.2018550100334894E-4
5316	2.20106431794873E-4
3260	2.2010521036822136E-4
1553	2.2007552448978087E-4
6302	2.2003797395649436E-4
7666	2.200097480610352E-4
4746	2.1998880690430892E-4
4436	2.199209272374224E-4
4379	2.1983793770168414E-4
531	2.1979400973011454E-4
1358	2.1971145104668008E-4
5678	2.1965460539755038E-4
2988	2.1946887517208238E-4
6280	2.1946291051264452E-4
4066	2.1941157233801433E-4
4826	2.1935344210367635E-4
5051	2.1935109244128052E-4
5804	2.1929159258911342E-4
2357	2.1928136713242146E-4
3673	2.192653776452326E-4
6134	2.1923404207268795E-4
8946	2.192282649861991E-4
6689	2.1921781853773354E-4
8892	2.191969092738758E-4
835	2.191426602568819E-4
4233	2.191299815200719E-4
6166	2.1907329922149675E-4
3246	2.1900694411582347E-4
8537	2.1900646682217277E-4
6116	2.1898606033505594E-4
1973	2.1893746825459926E-4
8698	2.1888553613074154E-4
7813	2.1883738484329232E-4
8275	2.1883124174533117E-4
5552	2.1882368277394224E-4
8332	2.187425135584624E-4
4509	2.1873760283617002E-4
4699	2.1871273943395027E-4
2132	2.1868473251943706E-4
7195	2.1865883029963367E-4
9164	2.186298560120445E-4
1636	2.1860571545938848E-4
375	2.1857386095063293E-4
216	2.1853152092494145E-4
6570	2.1848279966204685E-4
1430	2.183571134820671E-4
6308	2.1831214178390826E-4
9568	2.1822095569442449E-4
2922	2.1818095433470339E-4
1223	2.181597647843609E-4
381	2.1809749706929121E-4
4975	2.180967967552619E-4
1705	2.18037137103091E-4
8912	2.1799170181625624E-4
7031	2.1798035688564413E-4
4241	2.1797637501065633E-4
7497	2.1796021695222805E-4
3900	2.1792243802229607E-4
5784	2.179016668305238E-4
1971	2.1788699993412883E-4
286	2.178747801734093E-4
9340	2.178150685616704E-4
6148	2.177892114690103E-4
3921	2.1778166841606076E-4
8649	2.177428226489314E-4
1821	2.1772709975714492E-4
7989	2.1767207736401553E-4
7958	2.176631944264019E-4
808	2.176112577280196E-4
6667	2.1752924959418353E-4
1604	2.175017542855743E-4
1416	2.1748494932307487E-4
1652	2.1744834200646676E-4
2685	2.1741582807772964E-4
1262	2.1737957490656153E-4
505	2.172623206306146E-4
1643	2.171573566544523E-4
9779	2.1701159865103245E-4
9220	2.1701079680205824E-4
573	2.1700746943707056E-4
6865	2.169466041207038E-4
2507	2.1688596119107998E-4
8197	2.1687917625721673E-4
806	2.1682301851714617E-4
1384	2.1677970040337696E-4
851	2.167735954203455E-4
6635	2.1673135087158123E-4
3790	2.166349347098181E-4
2079	2.1661219816925556E-4
4659	2.1657073910845686E-4
4717	2.1654444862949832E-4
6802	2.1647056978316728E-4
7490	2.1641869689639377E-4
1461	2.1637691415228962E-4
2462	2.163247942999147E-4
2725	2.1631435393061325E-4
4614	2.1626314434661416E-4
134	2.1625321813458233E-4
5258	2.1624907916129737E-4
454	2.162406640131595E-4
3229	2.1621139172762913E-4
2321	2.1613213302251904E-4
1148	2.1611287826161016E-4
6342	2.1598460203881996E-4
1038	2.1596041183681767E-4
3240	2.1593711428977434E-4
7942	2.159029451110751E-4
6942	2.1581048313481607E-4
3402	2.1579580894518963E-4
6974	2.157764944154625E-4
5930	2.1574680888213844E-4
6680	2.1574137135392708E-4
9209	2.1571596797272818E-4
267	2.15704741060881E-4
2567	2.1567132214493157E-4
6346	2.1566719171448422E-4
8045	2.1566685332029996E-4
5289	2.1557553700733576E-4
2913	2.155527020490656E-4
7827	2.1551585532094905E-4
2434	2.1546909429028804E-4
5218	2.1541456878879214E-4
5754	2.1539218103596377E-4
3227	2.1535537346852173E-4
2684	2.1530314927063876E-4
3180	2.1528932243060505E-4
7506	2.152550972659155E-4
1789	2.1522389454584848E-4
5098	2.1517119404822798E-4
3643	2.1516531305022001E-4
3536	2.151409867702788E-4
3129	2.1507127508795114E-4
3896	2.1506870024050033E-4
7975	2.150342640441504E-4
8950	2.1498904568509163E-4
5639	2.1476712626189066E-4
7064	2.1475445696980946E-4
4792	2.1470270127679E-4
2013	2.1463015961194285E-4
8298	2.1456014257644667E-4
2107	2.1446809132249817E-4
9166	2.1437940978675103E-4
1464	2.1433450147264962E-4
6870	2.1431501242599635E-4
7945	2.1431328428794978E-4
6171	2.1428452759696966E-4
2154	2.1421210616306293E-4
5990	2.1409671545367403E-4
8956	2.139987592932626E-4
9052	2.139606386547457E-4
9984	2.1393606716191643E-4
962	2.1393439678882322E-4
8966	2.1391747472161512E-4
3974	2.139115072936001E-4
5850	2.139030533002792E-4
6571	2.138921222156216E-4
5780	2.1388146818144234E-4
805	2.1376879887468578E-4
4944	2.1375738473016433E-4
5945	2.1373282837574645E-4
6830	2.1372275556977963E-4
5597	2.1362968108534793E-4
6363	2.1360164730234479E-4
8291	2.1358538410413296E-4
2020	2.1357454389220424E-4
2537	2.1352799787812166E-4
1773	2.1352150910558868E-4
9813	2.1349814362845321E-4
4084	2.1349443094292796E-4
9987	2.1349173388813638E-4
3718	2.1347239635074867E-4
6306	2.1341332811990554E-4
6228	2.1333697021567031E-4
3364	2.1321612937370734E-4
5349	2.1321358820880398E-4
4262	2.1321240248499233E-4
8815	2.1316929577630178E-4
1684	2.131672975196366E-4
9913	2.1316304975167011E-4
5543	2.131421378951841E-4
3263	2.13138451406275E-4
4453	2.130818602611746E-4
6288	2.1301467205401693E-4
135	2.129698777204058E-4
2080	2.1296932026653115E-4
7315	2.1296456870717093E-4
435	2.1293364413214343E-4
7948	2.129036089410042E-4
4959	2.1289891625495932E-4
2415	2.1285024898322558E-4
417	2.1284849312417826E-4
339	2.1284064559060124E-4
9534	2.1282280617471308E-4
788	2.127916486980837E-4
9567	2.1269917940310918E-4
3191	2.1267084102372623E-4
5657	2.1265598200458354E-4
589	2.1263563903724413E-4
3862	2.1263309982902734E-4
2121	2.1257587707487708E-4
2465	2.1256757409331725E-4
9848	2.124934248226342E-4
5610	2.1247473079944457E-4
2708	2.1244539325982094E-4
6437	2.1241212147218549E-4
1459	2.1232597058542713E-4
4778	2.122806560260164E-4
9278	2.1226959274923084E-4
3118	2.1225963180658192E-4
5372	2.1224275148347478E-4
9507	2.1224184901919845E-4
3146	2.1221991966002992E-4
7625	2.1221843645572797E-4
1246	2.1216548775480407E-4
7001	2.1213245720861455E-4
2069	2.1212676037353744E-4
9535	2.1209579266217172E-4
4208	2.1208839027878277E-4
3234	2.1207810854978126E-4
7442	2.1199645289996565E-4
9077	2.119583735974739E-4
2073	2.1192226810511105E-4
6711	2.1186768026558507E-4
844	2.118468773935097E-4
5857	2.1181784915601115E-4
345	2.1173784744932768E-4
9157	2.117360859727493E-4
6700	2.1172845255205963E-4
3551	2.1169319547394445E-4
3113	2.116341937807011E-4
1076	2.1161994801132064E-4
8474	2.115892947867181E-4
9802	2.1153966014154015E-4
4430	2.114549359005162E-4
5720	2.1136433970460485E-4
7633	2.1133976204142153E-4
7377	2.1128962115728493E-4
1383	2.111473013792964E-4
6769	2.1113747448885415E-4
9823	2.1107199177666696E-4
2758	2.110405293313288E-4
3252	2.1098722366697932E-4
6686	2.109294209522629E-4
4716	2.1087577894860905E-4
9426	2.1085918399276136E-4
5422	2.1084447140846076E-4
9281	2.1076790682050378E-4
5225	2.1067308744686958E-4
800	2.1061114034122538E-4
2642	2.105690127540642E-4
6566	2.104703727271529E-4
7251	2.104455230683159E-4
6254	2.1039993672586067E-4
8996	2.103916307175089E-4
8138	2.103011456920037E-4
2585	2.1028553183507454E-4
2411	2.1027026340999838E-4
7516	2.1026820510063578E-4
6956	2.1024554417973986E-4
9348	2.101986777931935E-4
5756	2.1019344908241496E-4
9193	2.1014312496446338E-4
2265	2.1013383365605626E-4
8880	2.10126474835156E-4
1194	2.100875548205472E-4
1848	2.1000264160744224E-4
4279	2.0990960696821767E-4
8327	2.0982433363217034E-4
3165	2.098176536270376E-4
1183	2.098175558850868E-4
1424	2.098149722116467E-4
1635	2.0979770179591252E-4
7441	2.0979005903990416E-4
707	2.097846146312803E-4
960	2.097776741957486E-4
9795	2.097727784861891E-4
3339	2.097627009135004E-4
9889	2.0971505264062989E-4
9246	2.0967134365380152E-4
145	2.0962695514842907E-4
525	2.096090185263914E-4
2430	2.0960029266631474E-4
628	2.095598968926114E-4
7136	2.0955133742099621E-4
2501	2.0948470519347427E-4
248	2.0938920743656254E-4
5010	2.0937764892356347E-4
6099	2.0935070456749736E-4
877	2.0934687161570744E-4
9463	2.09322290070015E-4
7123	2.0927116061650376E-4
5123	2.092710697464702E-4
6266	2.092544098132505E-4
9648	2.0924411462200184E-4
5902	2.0924090172574583E-4
7134	2.089811871467235E-4
3546	2.0897434756491086E-4
9797	2.089450002694674E-4
3752	2.0892505850893196E-4
526	2.0891292832133385E-4
6484	2.088919204744996E-4
6208	2.0880142209982996E-4
6068	2.0878526425191445E-4
8985	2.087533015855178E-4
1200	2.0859648130452254E-4
2345	2.0858431585281178E-4
4692	2.085610121309748E-4
902	2.0855778599749843E-4
8230	2.085101942805439E-4
140	2.084421974456116E-4
1547	2.0842872774783796E-4
6565	2.0842654652972575E-4
2119	2.0836838710868987E-4
6817	2.083599489125409E-4
7344	2.0827506400550224E-4
1855	2.0822939942275243E-4
8646	2.0822307041097997E-4
9703	2.0808537032643745E-4
5865	2.080575259470599E-4
1524	2.0798515842442868E-4
5301	2.0797852043716577E-4
5886	2.0795465643409645E-4
7101	2.0790631848826552E-4
9735	2.0787952870767525E-4
2773	2.0776617308682028E-4
8487	2.0762465522096896E-4
9897	2.075974419541764E-4
1642	2.0758912386734124E-4
8299	2.0753271063247568E-4
2827	2.0735758882603594E-4
6687	2.0735508579810356E-4
7801	2.0733973781731765E-4
6934	2.0728972008929395E-4
772	2.0715199466291503E-4
4284	2.0710677447704102E-4
6918	2.0709475382800531E-4
1820	2.0707763798933268E-4
4522	2.070731907024492E-4
4638	2.0705785625555107E-4
1542	2.0698571846836312E-4
464	2.069406634942702E-4
596	2.0693796972723848E-4
1955	2.0690472411856922E-4
7375	2.068798546960912E-4
6046	2.0685325084957693E-4
6748	2.068340221932099E-4
427	2.0677837690637695E-4
7220	2.0670099250537689E-4
9794	2.0667698088605306E-4
4528	2.0663234920750015E-4
146	2.0660883606068094E-4
3733	2.065926908854512E-4
1439	2.0657940760292312E-4
3370	2.065790632852852E-4
9747	2.065718002141121E-4
9733	2.0656995834671024E-4
2241	2.0654400477051248E-4
6143	2.065171068616569E-4
2657	2.0650452468794794E-4
3691	2.0647800555966897E-4
6999	2.0645609922346705E-4
4548	2.064405358458068E-4
5740	2.064297244657147E-4
1871	2.0637120081724004E-4
8161	2.063692728924385E-4
